loan_type,loan_purpose,loan_amount_000s,action_taken,action_taken_name,applicant_sex,applicant_race_1,applicant_income_000s,debt_to_income_ratio,combined_loan_to_value,census_tract_minority_pct,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code,approved
Conventional,Refinancing,292.1,1,Loan originated,Female,White,91.3,24.7,77.9,47.9,0,1,0,0,0,0,1,1
Conventional,Home purchase,331.2,3,Application denied,Male,Black or African American,84.8,29.1,76.8,70.1,1,0,1,0,0,0,0,0
Conventional,Home purchase,219.8,1,Loan originated,Female,White,71.8,41.0,70.7,4.9,0,1,0,0,0,0,0,1
FHA-insured,Cash-out refinancing,170.8,3,Application denied,Male,Black or African American,60.6,45.9,86.2,83.0,1,0,1,0,0,1,3,0
FHA-insured,Home purchase,116.2,1,Loan originated,Female,Black or African American,40.1,33.8,75.6,88.3,0,0,1,0,0,1,0,1
FHA-insured,Cash-out refinancing,222.3,3,Application denied,Female,White,52.2,29.7,54.2,9.6,0,1,0,0,0,1,3,0
Conventional,Home purchase,220.6,1,Loan originated,Male,White,82.2,47.0,101.2,26.6,1,1,0,0,0,0,0,1
Conventional,Refinancing,312.2,3,Application denied,Male,Black or African American,82.4,47.0,66.1,70.8,1,0,1,0,0,0,1,0
FHA-insured,Home purchase,454.3,1,Loan originated,Female,White,131.7,31.5,97.4,28.8,0,1,0,0,0,1,0,1
Conventional,Home purchase,339.9,1,Loan originated,Female,White,92.7,11.8,67.6,59.4,0,1,0,0,0,0,0,1
Conventional,Home purchase,278.8,1,Loan originated,Female,White,91.2,26.8,81.7,19.1,0,1,0,0,0,0,0,1
Conventional,Home purchase,243.1,1,Loan originated,Male,White,95.7,34.8,69.8,55.1,1,1,0,0,0,0,0,1
Conventional,Home improvement,309.4,1,Loan originated,Male,Black or African American,70.7,41.4,88.8,86.8,1,0,1,0,0,0,2,1
Conventional,Refinancing,502.9,1,Loan originated,Male,Asian,141.0,37.2,61.7,5.0,1,0,0,0,0,0,1,1
Conventional,Refinancing,529.3,3,Application denied,Male,White,145.7,48.9,88.1,39.9,1,1,0,0,0,0,1,0
Conventional,Home purchase,167.0,1,Loan originated,Male,White,47.5,35.5,68.8,28.2,1,1,0,0,0,0,0,1
Conventional,Home purchase,261.8,1,Loan originated,Female,White,87.5,37.5,54.0,31.9,0,1,0,0,0,0,0,1
FHA-insured,Cash-out refinancing,250.3,1,Loan originated,Male,Hispanic or Latino,67.0,38.2,42.7,61.1,1,0,0,1,0,1,3,1
VA-guaranteed,Cash-out refinancing,416.1,1,Loan originated,Female,White,136.9,36.8,65.2,17.6,0,1,0,0,0,2,3,1
FHA-insured,Cash-out refinancing,145.2,1,Loan originated,Female,Black or African American,46.1,37.0,70.7,42.1,0,0,1,0,0,1,3,1
FHA-insured,Home purchase,505.1,1,Loan originated,Male,White,122.9,43.7,86.8,12.7,1,1,0,0,0,1,0,1
Conventional,Home purchase,428.5,1,Loan originated,Female,White,139.4,47.3,96.5,47.9,0,1,0,0,0,0,0,1
Conventional,Home purchase,147.8,1,Loan originated,Female,White,44.0,33.2,71.6,61.3,0,1,0,0,0,0,0,1
Conventional,Home purchase,235.9,3,Application denied,Male,White,86.9,65.0,78.3,19.3,1,1,0,0,0,0,0,0
FHA-insured,Home purchase,367.6,1,Loan originated,Female,White,102.1,18.9,71.1,5.8,0,1,0,0,0,1,0,1
Conventional,Home improvement,160.4,1,Loan originated,Male,White,42.2,23.4,82.0,54.7,1,1,0,0,0,0,2,1
FHA-insured,Cash-out refinancing,121.8,1,Loan originated,Female,White,42.8,23.5,65.0,39.2,0,1,0,0,0,1,3,1
FHA-insured,Home purchase,231.5,1,Loan originated,Female,Black or African American,80.2,32.5,66.5,41.4,0,0,1,0,0,1,0,1
Conventional,Home purchase,173.4,1,Loan originated,Female,White,46.4,27.6,104.1,2.8,0,1,0,0,0,0,0,1
FHA-insured,Home purchase,274.4,1,Loan originated,Male,White,109.3,19.4,64.9,22.7,1,1,0,0,0,1,0,1
Conventional,Home purchase,375.2,1,Loan originated,Female,White,98.2,37.0,45.8,40.2,0,1,0,0,0,0,0,1
Conventional,Home purchase,556.5,3,Application denied,Female,White,147.9,43.9,68.1,27.6,0,1,0,0,0,0,0,0
Conventional,Cash-out refinancing,291.0,1,Loan originated,Female,White,78.2,37.1,65.3,17.1,0,1,0,0,0,0,3,1
Conventional,Cash-out refinancing,279.7,3,Application denied,Male,Hispanic or Latino,74.1,38.3,62.3,71.7,1,0,0,1,0,0,3,0
Conventional,Home purchase,671.8,3,Application denied,Female,White,155.0,48.5,57.7,27.1,0,1,0,0,0,0,0,0
FHA-insured,Home purchase,381.8,1,Loan originated,Male,White,122.0,45.8,54.4,14.3,1,1,0,0,0,1,0,1
FHA-insured,Home purchase,70.1,1,Loan originated,Female,White,22.2,36.9,92.3,44.3,0,1,0,0,0,1,0,1
Conventional,Refinancing,130.4,1,Loan originated,Female,Hispanic or Latino,41.8,48.8,74.4,86.6,0,0,0,1,0,0,1,1
FHA-insured,Home purchase,143.4,3,Application denied,Male,Black or African American,43.2,31.2,65.9,65.4,1,0,1,0,0,1,0,0
Conventional,Cash-out refinancing,53.8,1,Loan originated,Male,Black or African American,15.2,29.5,74.0,91.2,1,0,1,0,0,0,3,1
VA-guaranteed,Home purchase,156.3,1,Loan originated,Female,Black or African American,44.1,42.6,72.6,72.4,0,0,1,0,0,2,0,1
FHA-insured,Home purchase,219.0,1,Loan originated,Female,Black or African American,55.8,27.3,72.4,51.0,0,0,1,0,0,1,0,1
Conventional,Refinancing,337.7,1,Loan originated,Female,White,117.1,38.9,78.9,14.7,0,1,0,0,0,0,1,1
Conventional,Refinancing,298.3,1,Loan originated,Female,White,87.7,22.7,69.3,12.3,0,1,0,0,0,0,1,1
FHA-insured,Cash-out refinancing,279.4,1,Loan originated,Male,White,72.7,22.3,81.2,42.4,1,1,0,0,0,1,3,1
Conventional,Home improvement,187.3,1,Loan originated,Female,White,51.6,52.3,46.1,34.6,0,1,0,0,0,0,2,1
Conventional,Home improvement,262.4,1,Loan originated,Male,White,84.4,43.9,76.0,12.9,1,1,0,0,0,0,2,1
Conventional,Cash-out refinancing,345.9,1,Loan originated,Female,White,92.1,37.8,90.7,36.1,0,1,0,0,0,0,3,1
Conventional,Refinancing,357.7,1,Loan originated,Male,White,111.6,48.7,95.5,7.6,1,1,0,0,0,0,1,1
Conventional,Home purchase,348.1,1,Loan originated,Female,White,101.5,39.1,88.0,8.1,0,1,0,0,0,0,0,1
FHA-insured,Home purchase,605.0,3,Application denied,Male,White,135.3,20.6,79.6,37.7,1,1,0,0,0,1,0,0
Conventional,Home purchase,195.4,1,Loan originated,Male,Hispanic or Latino,59.0,50.3,75.1,93.6,1,0,0,1,0,0,0,1
Conventional,Refinancing,276.2,1,Loan originated,Male,White,71.9,52.4,86.2,36.6,1,1,0,0,0,0,1,1
Conventional,Home purchase,266.3,3,Application denied,Male,Black or African American,73.3,56.0,75.4,35.1,1,0,1,0,0,0,0,0
Conventional,Cash-out refinancing,277.5,1,Loan originated,Female,Black or African American,79.0,41.7,68.3,51.8,0,0,1,0,0,0,3,1
Conventional,Home purchase,314.5,1,Loan originated,Male,White,80.6,53.8,64.2,38.4,1,1,0,0,0,0,0,1
Conventional,Refinancing,271.0,1,Loan originated,Female,Black or African American,85.6,29.4,87.3,89.6,0,0,1,0,0,0,1,1
Conventional,Cash-out refinancing,369.4,1,Loan originated,Male,White,107.2,49.5,81.8,19.1,1,1,0,0,0,0,3,1
FHA-insured,Cash-out refinancing,397.7,1,Loan originated,Male,Asian,95.9,42.0,90.7,32.7,1,0,0,0,0,1,3,1
Conventional,Home purchase,359.2,3,Application denied,Male,Asian,91.8,20.7,78.9,33.4,1,0,0,0,0,0,0,0
VA-guaranteed,Home purchase,218.1,1,Loan originated,Male,Black or African American,74.6,42.8,68.1,79.7,1,0,1,0,0,2,0,1
Conventional,Home purchase,171.4,1,Loan originated,Male,White,41.5,24.9,75.3,33.4,1,1,0,0,0,0,0,1
Conventional,Home purchase,244.2,1,Loan originated,Female,Black or African American,62.8,42.5,64.8,96.0,0,0,1,0,0,0,0,1
Conventional,Refinancing,330.5,1,Loan originated,Female,Asian,116.4,25.6,80.3,31.6,0,0,0,0,0,0,1,1
Conventional,Home purchase,167.2,1,Loan originated,Female,Black or African American,54.4,26.5,72.9,45.4,0,0,1,0,0,0,0,1
Conventional,Home purchase,437.7,3,Application denied,Male,White,121.4,49.2,81.5,49.2,1,1,0,0,0,0,0,0
Conventional,Home purchase,245.5,1,Loan originated,Male,Hispanic or Latino,79.6,41.5,102.9,67.8,1,0,0,1,0,0,0,1
Conventional,Home purchase,226.9,1,Loan originated,Male,Asian,82.3,32.3,91.2,28.0,1,0,0,0,0,0,0,1
Conventional,Cash-out refinancing,125.9,1,Loan originated,Male,Black or African American,45.1,24.0,63.5,87.5,1,0,1,0,0,0,3,1
Conventional,Refinancing,366.3,1,Loan originated,Female,White,99.4,36.0,88.0,26.0,0,1,0,0,0,0,1,1
Conventional,Home purchase,309.5,1,Loan originated,Male,White,108.6,29.5,70.6,14.8,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,272.3,1,Loan originated,Male,White,101.4,40.8,65.7,42.1,1,1,0,0,1,1,0,1
Conventional,Refinancing,253.7,1,Loan originated,Male,White,75.1,18.0,92.2,27.6,1,1,0,0,0,0,1,1
FHA-insured,Home purchase,378.9,1,Loan originated,Male,White,91.2,37.2,89.2,27.2,1,1,0,0,0,1,0,1
Conventional,Refinancing,216.2,1,Loan originated,Male,Black or African American,82.4,44.0,83.4,72.1,1,0,1,0,0,0,1,1
FHA-insured,Home improvement,240.7,1,Loan originated,Male,White,59.5,40.8,94.1,29.8,1,1,0,0,0,1,2,1
Conventional,Home purchase,320.8,1,Loan originated,Male,White,94.0,19.7,63.4,50.3,1,1,0,0,0,0,0,1
Conventional,Refinancing,302.5,3,Application denied,Female,White,76.8,25.6,76.7,17.7,0,1,0,0,0,0,1,0
Conventional,Home purchase,95.0,1,Loan originated,Male,White,31.1,34.1,82.8,25.5,1,1,0,0,0,0,0,1
Conventional,Home purchase,234.6,3,Application denied,Female,Hispanic or Latino,56.1,47.0,73.1,72.9,0,0,0,1,0,0,0,0
Conventional,Home purchase,57.5,3,Application denied,Female,Black or African American,19.1,48.3,48.5,76.2,0,0,1,0,0,0,0,0
FSA/RHS-guaranteed,Home purchase,322.3,3,Application denied,Male,White,120.1,51.2,105.0,35.8,1,1,0,0,0,3,0,0
VA-guaranteed,Refinancing,552.0,1,Loan originated,Female,White,126.7,39.9,56.0,22.1,0,1,0,0,0,2,1,1
Conventional,Refinancing,433.9,1,Loan originated,Female,White,106.1,41.0,74.5,56.8,0,1,0,0,0,0,1,1
Conventional,Home purchase,455.2,1,Loan originated,Female,Asian,116.8,37.1,55.5,17.1,0,0,0,0,0,0,0,1
FHA-insured,Home purchase,438.3,1,Loan originated,Female,White,114.4,33.0,65.5,11.2,0,1,0,0,0,1,0,1
FHA-insured,Home purchase,279.1,1,Loan originated,Female,White,78.3,27.4,87.1,45.4,0,1,0,0,0,1,0,1
Conventional,Home purchase,144.6,3,Application denied,Male,Black or African American,52.2,22.5,90.7,94.8,1,0,1,0,0,0,0,0
Conventional,Home improvement,318.3,1,Loan originated,Female,White,101.6,22.8,66.3,48.9,0,1,0,0,0,0,2,1
FHA-insured,Home purchase,127.6,1,Loan originated,Male,White,50.3,16.9,82.9,43.7,1,1,0,0,0,1,0,1
Conventional,Refinancing,277.0,3,Application denied,Male,White,70.9,31.3,103.0,27.8,1,1,0,0,0,0,1,0
FHA-insured,Home purchase,210.9,1,Loan originated,Male,Asian,80.3,49.2,33.6,9.0,1,0,0,0,0,1,0,1
Conventional,Home improvement,325.4,1,Loan originated,Female,Black or African American,90.1,42.6,92.2,35.6,0,0,1,0,0,0,2,1
FHA-insured,Home improvement,95.6,3,Application denied,Female,Black or African American,36.1,41.8,85.3,60.8,0,0,1,0,0,1,2,0
FHA-insured,Home purchase,161.8,1,Loan originated,Male,Black or African American,47.5,49.7,65.9,76.6,1,0,1,0,0,1,0,1
Conventional,Refinancing,234.0,1,Loan originated,Female,White,57.1,34.3,63.9,72.4,0,1,0,0,0,0,1,1
Conventional,Refinancing,298.2,1,Loan originated,Male,White,92.2,40.3,63.1,26.3,1,1,0,0,0,0,1,1
Conventional,Home purchase,138.4,3,Application denied,Male,White,35.1,24.7,57.4,39.7,1,1,0,0,0,0,0,0
Conventional,Home purchase,435.4,1,Loan originated,Male,White,135.4,33.4,80.4,35.8,1,1,0,0,0,0,0,1
FHA-insured,Refinancing,131.2,1,Loan originated,Male,Native Hawaiian or Other Pacific Islander,45.6,57.1,97.1,42.3,1,0,0,0,0,1,1,1
Conventional,Cash-out refinancing,329.6,3,Application denied,Male,Black or African American,75.1,39.0,51.9,87.8,1,0,1,0,0,0,3,0
Conventional,Home purchase,232.5,1,Loan originated,Male,White,67.5,41.7,47.1,17.1,1,1,0,0,0,0,0,1
Conventional,Home improvement,393.7,1,Loan originated,Female,White,114.4,10.9,53.3,1.8,0,1,0,0,0,0,2,1
Conventional,Home improvement,269.7,1,Loan originated,Female,White,79.1,37.7,81.4,19.8,0,1,0,0,0,0,2,1
Conventional,Home improvement,456.8,1,Loan originated,Male,White,112.4,21.1,78.0,45.5,1,1,0,0,0,0,2,1
VA-guaranteed,Home purchase,395.8,1,Loan originated,Female,White,144.7,43.5,83.3,24.1,0,1,0,0,0,2,0,1
FHA-insured,Cash-out refinancing,305.9,1,Loan originated,Female,Black or African American,79.0,34.7,65.3,66.2,0,0,1,0,0,1,3,1
Conventional,Cash-out refinancing,241.5,3,Application denied,Male,White,62.0,18.1,64.3,32.6,1,1,0,0,0,0,3,0
FHA-insured,Home purchase,230.7,1,Loan originated,Male,White,77.0,33.6,34.9,37.5,1,1,0,0,0,1,0,1
Conventional,Home improvement,155.8,3,Application denied,Male,Black or African American,45.3,39.7,65.1,95.7,1,0,1,0,0,0,2,0
Conventional,Cash-out refinancing,278.1,3,Application denied,Female,Black or African American,104.6,47.5,64.3,85.3,0,0,1,0,0,0,3,0
Conventional,Home purchase,212.9,3,Application denied,Female,White,84.0,18.3,77.0,31.0,0,1,0,0,0,0,0,0
Conventional,Home purchase,291.2,1,Loan originated,Male,White,99.6,27.1,86.0,62.3,1,1,0,0,0,0,0,1
Conventional,Home purchase,334.3,1,Loan originated,Male,White,80.9,41.9,61.1,46.3,1,1,0,0,0,0,0,1
FHA-insured,Home improvement,222.6,1,Loan originated,Male,Asian,51.0,24.2,66.8,5.9,1,0,0,0,0,1,2,1
Conventional,Home purchase,314.8,3,Application denied,Female,White,94.3,41.1,80.9,48.1,0,1,0,0,0,0,0,0
Conventional,Home improvement,311.0,1,Loan originated,Male,Black or African American,95.9,41.8,75.2,37.7,1,0,1,0,0,0,2,1
Conventional,Home purchase,217.7,3,Application denied,Female,Asian,77.5,33.2,53.9,51.3,0,0,0,0,0,0,0,0
Conventional,Home purchase,465.5,1,Loan originated,Female,Hispanic or Latino,103.6,37.9,55.7,68.5,0,0,0,1,0,0,0,1
Conventional,Home purchase,384.3,1,Loan originated,Male,White,93.1,33.3,96.4,37.5,1,1,0,0,0,0,0,1
VA-guaranteed,Refinancing,292.3,1,Loan originated,Male,White,99.2,31.2,90.2,43.5,1,1,0,0,0,2,1,1
Conventional,Refinancing,206.0,1,Loan originated,Male,White,68.1,24.9,73.2,21.5,1,1,0,0,0,0,1,1
Conventional,Home purchase,223.0,3,Application denied,Male,Hispanic or Latino,70.9,39.8,105.0,77.4,1,0,0,1,0,0,0,0
Conventional,Refinancing,181.9,1,Loan originated,Female,Hispanic or Latino,66.3,34.9,91.5,65.1,0,0,0,1,0,0,1,1
FHA-insured,Home improvement,341.5,3,Application denied,Male,Black or African American,78.8,47.9,100.0,98.2,1,0,1,0,0,1,2,0
Conventional,Home improvement,50.0,1,Loan originated,Male,Black or African American,15.0,45.3,80.5,75.1,1,0,1,0,0,0,2,1
VA-guaranteed,Refinancing,137.2,3,Application denied,Female,White,39.1,47.7,84.4,16.7,0,1,0,0,0,2,1,0
FHA-insured,Home purchase,284.8,1,Loan originated,Male,White,65.3,17.2,92.0,32.9,1,1,0,0,0,1,0,1
Conventional,Home improvement,266.8,1,Loan originated,Female,White,61.8,43.4,69.5,21.7,0,1,0,0,0,0,2,1
Conventional,Home purchase,363.5,3,Application denied,Male,White,111.8,44.2,83.3,27.3,1,1,0,0,0,0,0,0
Conventional,Refinancing,391.6,3,Application denied,Male,Black or African American,114.9,29.2,105.0,80.3,1,0,1,0,0,0,1,0
Conventional,Home purchase,381.9,3,Application denied,Female,Asian,101.2,41.6,56.1,13.5,0,0,0,0,0,0,0,0
Conventional,Home improvement,289.9,3,Application denied,Female,Asian,99.1,34.8,47.1,69.4,0,0,0,0,0,0,2,0
Conventional,Refinancing,512.7,3,Application denied,Male,Hispanic or Latino,155.1,53.1,24.7,60.9,1,0,0,1,0,0,1,0
FSA/RHS-guaranteed,Home purchase,95.0,1,Loan originated,Female,Black or African American,23.4,25.0,105.0,98.0,0,0,1,0,0,3,0,1
FHA-insured,Home purchase,462.0,1,Loan originated,Male,White,111.0,56.5,60.6,20.0,1,1,0,0,0,1,0,1
Conventional,Cash-out refinancing,59.1,1,Loan originated,Male,White,15.0,41.0,74.7,59.1,1,1,0,0,0,0,3,1
Conventional,Refinancing,240.7,1,Loan originated,Female,White,83.9,34.5,87.1,34.4,0,1,0,0,0,0,1,1
Conventional,Home improvement,189.4,3,Application denied,Male,Hispanic or Latino,65.0,50.5,55.4,70.3,1,0,0,1,0,0,2,0
Conventional,Home purchase,585.4,1,Loan originated,Male,Asian,142.1,35.9,66.4,33.9,1,0,0,0,0,0,0,1
Conventional,Home improvement,85.8,1,Loan originated,Female,Hispanic or Latino,21.1,49.6,94.0,86.4,0,0,0,1,0,0,2,1
FHA-insured,Home purchase,406.2,1,Loan originated,Male,White,124.2,34.3,72.2,15.8,1,1,0,0,0,1,0,1
FHA-insured,Home purchase,191.7,1,Loan originated,Male,Black or African American,43.9,37.8,61.8,63.3,1,0,1,0,0,1,0,1
Conventional,Home purchase,462.7,1,Loan originated,Female,White,146.2,36.9,50.4,16.7,0,1,0,0,0,0,0,1
Conventional,Home purchase,383.8,1,Loan originated,Female,White,96.2,28.8,81.1,21.2,0,1,0,0,0,0,0,1
FHA-insured,Refinancing,226.5,1,Loan originated,Female,White,79.5,53.4,93.7,71.1,0,1,0,0,0,1,1,1
FHA-insured,Home purchase,200.9,1,Loan originated,Male,Black or African American,68.3,38.1,85.6,95.3,1,0,1,0,0,1,0,1
Conventional,Refinancing,419.9,1,Loan originated,Male,White,118.6,38.4,51.9,28.4,1,1,0,0,0,0,1,1
FHA-insured,Home purchase,332.6,1,Loan originated,Male,White,120.3,41.4,90.3,12.0,1,1,0,0,0,1,0,1
VA-guaranteed,Home purchase,62.0,1,Loan originated,Female,Hispanic or Latino,15.0,31.3,68.0,59.2,0,0,0,1,0,2,0,1
Conventional,Cash-out refinancing,66.8,3,Application denied,Male,Hispanic or Latino,16.3,48.0,105.0,73.7,1,0,0,1,0,0,3,0
Conventional,Refinancing,159.9,1,Loan originated,Female,White,43.9,30.2,105.0,19.8,0,1,0,0,0,0,1,1
FHA-insured,Home improvement,386.1,1,Loan originated,Female,White,142.5,19.9,52.6,36.0,0,1,0,0,0,1,2,1
VA-guaranteed,Home purchase,300.2,3,Application denied,Female,Hispanic or Latino,110.4,33.5,97.0,67.6,0,0,0,1,0,2,0,0
Conventional,Home purchase,487.9,1,Loan originated,Male,White,144.9,40.5,82.3,49.8,1,1,0,0,0,0,0,1
Conventional,Refinancing,479.7,1,Loan originated,Male,White,136.5,33.3,70.1,36.6,1,1,0,0,0,0,1,1
FSA/RHS-guaranteed,Home purchase,311.0,1,Loan originated,Male,Black or African American,79.2,40.5,87.4,81.2,1,0,1,0,0,3,0,1
Conventional,Refinancing,211.1,1,Loan originated,Male,Hispanic or Latino,58.2,41.4,44.6,89.0,1,0,0,1,0,0,1,1
Conventional,Home improvement,236.5,1,Loan originated,Female,White,54.5,38.7,88.4,26.9,0,1,0,0,0,0,2,1
Conventional,Home purchase,179.4,1,Loan originated,Female,White,55.8,34.8,67.1,50.0,0,1,0,0,0,0,0,1
FHA-insured,Refinancing,143.7,3,Application denied,Male,White,32.8,51.2,104.2,26.0,1,1,0,0,0,1,1,0
FHA-insured,Home purchase,86.1,3,Application denied,Male,Black or African American,25.9,45.2,90.8,78.7,1,0,1,0,0,1,0,0
FHA-insured,Home purchase,381.5,1,Loan originated,Male,White,105.8,40.4,60.0,11.9,1,1,0,0,0,1,0,1
Conventional,Home improvement,386.0,1,Loan originated,Male,White,90.8,47.2,73.5,30.4,1,1,0,0,0,0,2,1
FHA-insured,Home purchase,330.9,1,Loan originated,Male,Black or African American,77.3,39.3,100.9,87.6,1,0,1,0,0,1,0,1
Conventional,Refinancing,305.6,1,Loan originated,Female,White,105.7,29.0,97.8,20.6,0,1,0,0,0,0,1,1
Conventional,Home purchase,467.8,1,Loan originated,Male,Hispanic or Latino,117.1,30.7,99.8,89.3,1,0,0,1,0,0,0,1
Conventional,Home purchase,301.4,3,Application denied,Male,White,95.9,29.3,73.4,79.4,1,1,0,0,0,0,0,0
Conventional,Cash-out refinancing,412.2,1,Loan originated,Male,White,111.1,26.9,72.3,16.7,1,1,0,0,0,0,3,1
Conventional,Home purchase,300.9,1,Loan originated,Male,White,76.6,26.2,69.1,14.2,1,1,0,0,0,0,0,1
Conventional,Home purchase,189.2,1,Loan originated,Female,White,67.3,31.3,67.4,27.3,0,1,0,0,0,0,0,1
VA-guaranteed,Home purchase,222.1,1,Loan originated,Female,White,62.4,31.9,49.0,21.7,0,1,0,0,0,2,0,1
Conventional,Home purchase,294.6,1,Loan originated,Female,Black or African American,70.1,41.6,48.1,81.0,0,0,1,0,0,0,0,1
Conventional,Refinancing,252.2,3,Application denied,Male,White,84.4,53.9,68.7,19.6,1,1,0,0,0,0,1,0
FHA-insured,Cash-out refinancing,229.8,1,Loan originated,Female,White,79.1,33.3,46.2,35.9,0,1,0,0,0,1,3,1
Conventional,Home purchase,192.8,3,Application denied,Female,White,51.6,40.5,48.0,12.4,0,1,0,0,0,0,0,0
Conventional,Home improvement,551.9,1,Loan originated,Male,Asian,130.6,29.5,105.0,21.4,1,0,0,0,0,0,2,1
Conventional,Home purchase,218.7,1,Loan originated,Male,Black or African American,78.9,47.4,100.0,87.6,1,0,1,0,0,0,0,1
VA-guaranteed,Home purchase,146.4,1,Loan originated,Male,White,56.0,24.8,89.7,26.0,1,1,0,0,0,2,0,1
Conventional,Refinancing,347.4,1,Loan originated,Male,White,81.1,14.6,62.9,22.1,1,1,0,0,0,0,1,1
Conventional,Refinancing,112.0,1,Loan originated,Female,White,27.4,48.3,104.6,21.6,0,1,0,0,0,0,1,1
Conventional,Refinancing,161.0,1,Loan originated,Male,White,46.0,30.7,75.7,34.0,1,1,0,0,0,0,1,1
FHA-insured,Home purchase,441.9,1,Loan originated,Female,White,143.6,32.0,56.0,9.6,0,1,0,0,0,1,0,1
Conventional,Home purchase,230.7,1,Loan originated,Female,White,88.7,30.0,100.1,32.9,0,1,0,0,0,0,0,1
Conventional,Refinancing,150.6,1,Loan originated,Female,White,53.4,40.8,63.4,39.3,0,1,0,0,0,0,1,1
VA-guaranteed,Home purchase,276.3,3,Application denied,Male,Black or African American,81.9,13.7,84.4,73.0,1,0,1,0,0,2,0,0
Conventional,Home purchase,183.1,1,Loan originated,Male,White,71.8,34.8,105.0,10.8,1,1,0,0,0,0,0,1
VA-guaranteed,Refinancing,204.7,3,Application denied,Male,Hispanic or Latino,55.1,47.6,66.7,91.7,1,0,0,1,0,2,1,0
FHA-insured,Refinancing,241.5,1,Loan originated,Female,Hispanic or Latino,79.3,40.6,81.7,80.3,0,0,0,1,0,1,1,1
Conventional,Home purchase,105.3,3,Application denied,Female,Black or African American,34.8,40.5,73.6,83.7,0,0,1,0,0,0,0,0
Conventional,Home purchase,233.8,1,Loan originated,Male,White,71.0,36.8,105.0,44.8,1,1,0,0,0,0,0,1
FHA-insured,Refinancing,407.5,1,Loan originated,Male,White,94.2,23.4,67.7,39.3,1,1,0,0,0,1,1,1
FHA-insured,Home purchase,100.4,1,Loan originated,Male,Black or African American,38.9,33.9,92.7,56.1,1,0,1,0,0,1,0,1
VA-guaranteed,Refinancing,233.9,1,Loan originated,Male,Hispanic or Latino,79.4,24.1,77.9,75.5,1,0,0,1,0,2,1,1
Conventional,Home purchase,193.3,1,Loan originated,Female,White,71.7,33.2,59.6,33.7,0,1,0,0,0,0,0,1
VA-guaranteed,Home purchase,87.6,3,Application denied,Female,White,22.2,37.7,105.0,13.9,0,1,0,0,0,2,0,0
Conventional,Home purchase,220.8,1,Loan originated,Female,Hispanic or Latino,70.4,42.2,77.4,30.8,0,0,0,1,0,0,0,1
Conventional,Home improvement,608.5,1,Loan originated,Male,White,171.3,46.2,57.0,9.9,1,1,0,0,0,0,2,1
Conventional,Home purchase,427.7,1,Loan originated,Male,White,110.1,35.6,105.0,58.2,1,1,0,0,0,0,0,1
Conventional,Refinancing,338.5,1,Loan originated,Male,White,85.8,23.6,79.7,10.3,1,1,0,0,0,0,1,1
VA-guaranteed,Home purchase,376.0,3,Application denied,Male,Black or African American,109.1,41.8,68.9,88.3,1,0,1,0,0,2,0,0
FHA-insured,Home purchase,171.8,1,Loan originated,Male,White,60.9,39.9,76.0,25.8,1,1,0,0,0,1,0,1
Conventional,Refinancing,328.2,1,Loan originated,Female,Asian,112.8,44.2,65.8,21.1,0,0,0,0,0,0,1,1
Conventional,Home purchase,208.5,1,Loan originated,Male,White,54.0,44.7,88.8,5.4,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,306.7,1,Loan originated,Male,White,70.1,33.0,65.6,17.2,1,1,0,0,0,1,0,1
Conventional,Refinancing,293.8,1,Loan originated,Male,White,111.6,33.5,46.4,7.0,1,1,0,0,0,0,1,1
