loan_type,loan_purpose,owner_occupancy,loan_amount_000s,action_taken,action_taken_name,property_type,lien_status,applicant_sex,applicant_race_1,applicant_income_000s,county_code,census_tract_minority_pct,debt_to_income_ratio,combined_loan_to_value,hoepa_status,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,487.1,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,121.1,17,36.4,28.4,105.0,Not applicable,1,1,0,0,0,2,1
VA-guaranteed,Home purchase,Owner-occupied as a principal dwelling,464.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,126.6,17,62.9,31.9,65.0,Not applicable,0,1,0,0,0,2,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,264.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,Asian,102.7,15,7.9,37.8,78.9,Not applicable,1,0,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,330.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,99.3,3,9.9,24.9,91.2,Not applicable,0,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,324.1,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,96.9,19,48.4,21.8,51.4,Not applicable,0,0,0,1,0,0,1
FHA-insured,Home improvement,Owner-occupied as a principal dwelling,402.5,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,101.6,5,27.2,36.5,105.0,Not applicable,1,1,0,0,0,1,2
Conventional,Refinancing,Owner-occupied as a principal dwelling,235.3,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,72.3,9,30.3,30.7,105.0,Not applicable,0,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,280.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,93.6,17,8.6,40.7,63.0,Not applicable,1,1,0,0,0,0,0
FHA-insured,Home improvement,Not owner-occupied,453.9,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Female,Asian,108.6,11,40.7,27.8,70.4,Not applicable,0,0,0,0,0,1,2
Conventional,Refinancing,Owner-occupied as a principal dwelling,610.4,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,139.0,7,16.2,27.7,81.0,Not applicable,0,1,0,0,0,0,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,247.8,1,Loan originated,Manufactured housing,First lien,Male,White,89.7,19,23.9,39.2,77.6,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,415.8,1,Loan originated,Manufactured housing,First lien,Male,White,143.6,5,72.6,29.3,83.0,Not a HOEPA loan,1,1,0,0,0,0,0
Conventional,Home purchase,Not applicable,400.5,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Female,Asian,97.8,17,29.8,29.2,73.9,Not applicable,0,0,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,409.7,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,147.2,5,12.5,20.4,70.4,Not applicable,1,1,0,0,0,0,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,138.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,48.4,9,79.5,36.2,88.2,Not applicable,1,0,1,0,0,0,1
VA-guaranteed,Home purchase,Owner-occupied as a principal dwelling,241.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,92.0,1,54.1,48.5,65.7,Not applicable,0,1,0,0,0,2,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,393.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not secured,Male,White,107.5,11,53.1,36.2,76.9,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,246.2,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,95.6,3,9.3,24.5,60.9,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,50.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,15.0,1,59.0,40.9,91.3,Not applicable,0,0,0,1,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,358.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,111.9,19,24.2,19.1,73.4,Not a HOEPA loan,1,1,0,0,0,0,2
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,277.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,98.2,13,88.8,37.1,67.2,Not applicable,1,0,1,0,0,0,3
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,285.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,93.1,3,18.5,25.3,65.1,Not a HOEPA loan,0,1,0,0,0,1,1
VA-guaranteed,Home purchase,Owner-occupied as a principal dwelling,235.5,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),Not secured,Female,White,86.2,7,27.3,40.5,74.8,Not applicable,0,1,0,0,0,2,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,344.0,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,97.1,9,32.3,22.7,80.3,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,414.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Asian,137.6,15,37.0,40.3,68.1,Not applicable,1,0,0,0,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,295.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,67.7,3,11.2,41.0,93.9,Not applicable,1,1,0,0,0,0,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,165.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not applicable,Female,White,56.0,3,35.5,40.0,68.0,Not a HOEPA loan,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,277.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,White,95.5,17,33.8,54.5,48.9,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Not owner-occupied,280.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Female,White,67.8,15,48.7,33.0,82.5,Not applicable,0,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,513.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,135.3,1,34.6,41.0,100.5,Not applicable,0,1,0,0,0,0,1
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,165.5,3,Application denied,Manufactured housing,First lien,Male,White,65.4,9,39.4,44.8,83.7,Not applicable,1,1,0,0,0,1,1
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,250.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,76.9,1,37.7,28.4,89.8,Not applicable,0,1,0,0,0,0,3
Conventional,Home purchase,Owner-occupied as a principal dwelling,540.6,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,121.0,19,34.4,50.2,87.7,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,280.9,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,84.7,17,4.6,38.0,64.4,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,257.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,86.6,9,26.1,30.7,84.5,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,181.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,55.5,1,69.5,50.2,52.1,Not applicable,1,0,0,1,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,124.5,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,36.3,15,35.7,36.9,97.7,Not applicable,1,1,0,0,0,0,2
Conventional,Home improvement,Owner-occupied as a principal dwelling,373.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,87.8,11,53.6,34.8,54.3,Not applicable,0,1,0,0,0,0,2
VA-guaranteed,Home purchase,Owner-occupied as a principal dwelling,176.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,56.2,7,27.1,43.9,87.0,Not applicable,0,1,0,0,0,2,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,300.6,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,89.6,9,13.9,45.8,95.4,Not applicable,0,1,0,0,0,0,1
VA-guaranteed,Home purchase,Owner-occupied as a principal dwelling,89.2,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),Not secured,Male,White,27.4,9,33.8,50.8,78.4,Not applicable,1,1,0,0,0,2,0
Conventional,Home improvement,Not applicable,345.3,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,78.1,3,98.8,45.7,105.0,Not applicable,1,0,1,0,0,0,2
FSA/RHS-guaranteed,Home improvement,Owner-occupied as a principal dwelling,262.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,88.3,9,28.7,29.2,79.7,Not applicable,0,1,0,0,0,3,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,177.9,3,Application denied,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,Black or African American,60.3,3,84.0,37.6,78.3,Not applicable,1,0,1,0,0,0,0
Conventional,Home purchase,Not applicable,392.0,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,99.9,5,29.9,25.0,29.9,Not applicable,0,1,0,0,0,0,0
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,382.0,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,97.3,1,17.4,34.7,50.1,Not applicable,1,1,0,0,0,2,1
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,241.5,3,Application denied,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,Black or African American,71.4,17,71.7,30.2,56.0,Not applicable,1,0,1,0,0,2,1
FHA-insured,Refinancing,Not owner-occupied,223.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Native Hawaiian or Other Pacific Islander,55.3,11,32.0,41.8,54.4,Not applicable,0,0,0,0,0,1,1
VA-guaranteed,Cash-out refinancing,Owner-occupied as a principal dwelling,422.0,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,108.6,19,56.6,35.1,103.8,Not applicable,0,1,0,0,0,2,3
Conventional,Home purchase,Not applicable,170.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,50.4,9,50.1,34.1,80.0,Not applicable,0,1,0,0,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,438.5,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,164.8,19,27.8,39.7,67.1,Not applicable,0,1,0,0,0,0,2
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,329.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,81.5,13,18.0,52.4,59.2,Not applicable,1,1,0,0,0,1,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,205.1,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,45.8,13,50.8,29.4,104.0,Not applicable,1,0,1,0,0,0,2
Conventional,Refinancing,Owner-occupied as a principal dwelling,641.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,156.5,9,37.8,40.7,93.6,Not a HOEPA loan,0,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,151.0,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,43.0,5,60.7,49.4,38.3,Not applicable,1,0,0,1,0,0,0
FHA-insured,Cash-out refinancing,Owner-occupied as a principal dwelling,370.2,1,Loan originated,Manufactured housing,First lien,Male,White,142.8,3,4.9,35.7,78.0,Not applicable,1,1,0,0,0,1,3
VA-guaranteed,Home purchase,Owner-occupied as a principal dwelling,156.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,44.1,19,72.4,42.6,72.6,Not applicable,0,0,1,0,0,2,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,65.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,15.0,13,65.8,45.1,85.3,Not a HOEPA loan,0,0,0,1,0,0,1
FSA/RHS-guaranteed,Home purchase,Owner-occupied as a principal dwelling,315.5,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,112.3,9,43.0,56.6,66.0,Not applicable,0,1,0,0,0,3,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,135.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,52.3,15,91.4,44.3,87.5,Not applicable,1,0,0,1,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,314.1,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,100.7,11,77.4,50.9,77.4,Not applicable,1,0,1,0,0,0,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,72.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,27.5,15,53.2,42.8,66.4,Not applicable,1,0,1,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,358.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,133.0,19,95.9,40.1,60.7,Not a HOEPA loan,0,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,242.8,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),Not secured,Male,White,58.0,9,53.6,32.6,49.8,Not applicable,1,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,411.4,5,File closed for incompleteness,Manufactured housing,Junior lien,Male,White,102.4,5,42.6,31.1,99.2,Not applicable,1,1,0,0,0,0,1
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,299.8,3,Application denied,One-to-four family dwelling (other than manufactured housing),Junior lien,Female,White,93.6,11,43.8,39.5,77.4,Not applicable,0,1,0,0,0,0,3
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,189.2,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,60.1,1,43.1,39.4,78.9,Not applicable,1,1,0,0,0,1,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,194.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,72.4,1,32.4,38.0,87.3,Not applicable,0,1,0,0,0,1,0
